review_date,customer_id,product_id,rating,recommend_to_friend,review_title,review_text,sentiment
2018-01-08 11:19:38,847ccecdde27d80eb4aaaf0d62b423e8aa53a1aa48216ef45d6f4e61faefee51,130788465,4,Yes,Praticidade.,"Muito bom, só um detalhe, para quem tem cabelo enrolado não dará um efeito lisinho.... Daí recomendo finalizar com a prancha.",Positive
2018-01-08 11:22:21,847ccecdde27d80eb4aaaf0d62b423e8aa53a1aa48216ef45d6f4e61faefee51,130788449,4,Yes,Praticidade.,"Muito bom, ressaltando que para quem tem cabelo enrolado, não tem o efeito Lisinho, daí tem que finalizar com a prancha.",Positive
2018-01-08 11:25:18,52ae590a0631eb6b4a5e5ede3f3e3459db8ec4ccc10f7628c531007e02a0e461,17959356,1,No,Quantidade errada,O kit conta com 2 frascos de queratina e 2 sprays... É só veio 1 frasco e 1 spray,Negative
2018-01-08 11:31:20,4f8a8eeb8492c0b1bb66d7dfabc21c5f032f44c21cccb7685e6f2b5360f93618,7142086,4,Yes,Produto ótimo,"Produto ótimo, esquenta muito bem e potente também. Chegou bem antes do prazo.",Positive
2018-01-08 11:37:20,b370cbed36565b6ff38f7d425d8f1547b7be12e31197fac0ea84e30a49bd3dcc,20021472,1,No,Produto que recebi era falso...,"Antes de comprar nas americanas pense 2 vezes. O produto recebido e devolvido, claro!  uma réplica anunciada no site das lojas americanas.",Negative
2018-01-08 11:56:32,93cbba06f335c2612228cf2d661eef73f55f38c5a45d05fb547dabd2243ee7e9,6716901,5,Yes,Recomendo!,"Maravilhoso, minhas unhas pararam de descamar. Estão fortes e bonitas, finalmente algo que funciona.",Positive
2018-01-08 12:04:53,4045ec4068dbac5a83d7456bfde2239b8b4d5d715a794e077a9008a7e0e3e30e,125264641,1,No,Péssimo produto,"O produto vem sem manual em português; não tem explicação nenhuma de como limpar o mesmo; de como são utilizadas as 3 velocidades; do que significa cada informação no display....estou decepcionado; e claro que a Americanas.com, não irá fazer nada; mas eu sim farei; colocarei a minha decepção em todas as redes sociais.",Negative
2018-01-08 12:20:06,8475eecf631035605aae84c4787a827108144ee7a73af324bb9001903fbd00f2,22314263,5,Yes,Unique One,Excelente produto! Recomendo p cabelos com frizz e danificados.,Positive
2018-01-08 12:41:08,88df334f1a771e3da5ca20db26abf16ad47d09ade4218535bcf9014bfb58c160,27314444,5,Yes,SUPER MACIOS E LINDOS.,MARAVILHOSOS. AMEI. NEM ESPERAVA QUE FOSSEM TÃO BONS. ME SURPREENDI.,Positive
2018-01-08 12:43:13,7610e53068ffbad618da00d3aac249c7b7726e839a76cf976b84bd66e8029a2d,110373836,3,Yes,Bom,"Esse perfume aparenta ser original em todos os detalhes, tem a fragrância idêntica a um outro que eu tinha, mas a fixação não é tão boa, fica menos tempo na pele. Acredito ser algo relacionado a industria mesmo, pois como citei é idêntico ao anterior, nos mínimos detalhes!",Neutral
2018-01-08 12:45:54,9ec8e8d84ade10cdbbab9ffb9c4da63a622c7af86dc7f6b4ac3198b755b94ffd,11407010,5,Yes,Amei,"Eu amei o produto, o valor foi excelente Super Recomendo Americanas",Positive
2018-01-08 12:47:48,9f40baa753a68aab530336b3f08d5e13827280c94d49a7316af99cc65b2080d9,114078324,4,Yes,SUPEROU AS EXPECTATIVAS,"Produtos de boa qualidade e muito bem diversificado, contendo todos os itens necessários para uma boa make, sem contar a variedade de cores de sombra (para todos os gostos e ocasiões), de blush e pó compacto (atendente a todo tipo de pele). Superou as expectativas tanto pela variedade quanto pela qualidade e quantidade.",Positive
2018-01-08 12:47:57,555a98e01c3168fdf1d9161e7c41c74536768789650ca378107a75c45aab6d2b,7328501,3,Yes,Ferrari Black,"Realmente nao chegou perto de ser a fragancia original, mas pelo preco ja sabia disso. Pode ser usado para ir a academia, etc.",Neutral
2018-01-08 12:49:48,413a6d6e79544a0350ee7b344700af12619193f6c20ddf1e450b940a6d820b21,29315410,5,Yes,Gostei muito do produto!,Excelente produto. Deixou meu cabelo muito forte e ajudou no crescimento.,Positive
2018-01-08 12:51:57,983670a0925c13f41000468608663b734799b7f25cfb2ba8acdadb21fe153010,21364614,4,Yes,muito bom.,"produto muito bom, e entrega tambem foi bem rapida.",Positive
2018-01-08 13:07:58,cde4ef0eab96c2b76c4a3ec7dbe359088f47643ee480ebede76bf7c4ef162410,121469690,5,Yes,Perfeito,"Minha filha testou outros, até mais caros e gostou mais desse  O cabelo dela é bem liso e ficou lindo e durou muito, algo difícil neste tipo de cabelo.    Compra excelente",Positive
2018-01-08 13:35:49,38df1a86c76a2956fda40743f8c9b18c8bbaa614349c505437a2a08279b5c655,16062770,2,No,Produto não é original,"O produto não é original, na minha opinião o site da Americanas deveria oferecer aos seus consumidores produtos originais, é preciso maior atenção quanto aos parceiros que vocês divulgam em seu site, eu particularmente não compro mais pelo site das Americanas e vou compartilhar da minha opinião entre amigos, pois quando se realiza uma compra por um site de e-commerce como este, o mínimo que se espera é por produtos de qualidade. Fiquei super insatisfeita com minhas duas compras realizadas. Não compro mais.",Negative
2018-01-08 13:38:44,6fa5a09bebb8fe1296db409c3e6f817c2df6b946cb523e725cdd0420a56ff22b,7328501,4,Yes,Perfume Ferrari Black Masculino Scuderia Ferrari 125 ml,"Ótimo produto , perfume suave e muito agradável, recomendo.",Positive
2018-01-08 13:47:43,bb7f32a0997f47322ee2e0200a59a29e2d35199be23992c26ffd612c7783ff7a,15997981,1,No,Produto trocado,"A propaganda mostra um produto e veio outro, quero devolver!",Negative
2018-01-08 14:15:33,ecd3aeb97eb3f610dc501729c5dc57fe4623081945c8bb1238ed631a46f444be,23618909,5,Yes,Ótimo,"Tudo certinho com o produto, apenas a entrega deixou a desejar pela demora.",Positive
2018-01-08 14:53:54,5a76f413bd5ffdf7f46ae6d613986ce3fd54435ae9b0c16f7d38e2254e934d9c,127829537,5,Yes,Muito bom!,Chegou no prazo. O produto é muito bom. Gosto bastante desse desodorante.,Positive
2018-01-08 15:18:04,42847118ccefb64e0abbe8b874ac4c9409db5bf6fce0a1fd8a668e9f3ac6c98c,119371001,5,Yes,Excelente maquina!,"Ótima maquina, perfeita para fazer a barba com facilidade em casa. Custo benefício é a melhor!",Positive
2018-01-08 15:21:12,2b9caa466e64ba6d698867ae9f3a8ce1d129c49aa125753f05167b29cd093395,11283807,1,No,"NAO RECEBI ATÉ HOJE, JÁ PASSOU DO PRAZO DE ENTREGA HÁ MUITO TEMPO.","COMPREI ESTE PRODUTO PELAS LOJAS AMERICANAS, JÁ PAGUEI, E ATÉ O MOMENTO NÃO RECEBI NADA. JÁ PASSOU O PRAZO DE ENTREGA, E O SITE NÃO ESTA ME FORNECENDO NENHUM SUPORTE. JÁ FIZ 4 RECLAMAÇOES E ATÉ AGORA NADA. JÁ VI QUE VOU TER QUE PROCURAR MEUS DIREITOS DE CONSUMIDORA. ISTO É UM ABSURDO.",Negative
2018-01-08 15:34:53,25eb23afb3a8c3dd96c1f79c20af55d7c35ee1a3585157b4803e39a4d109c42f,26180856,1,No,pessima falsificação.,Pessimo !!!! produtos falsificados e ambos com a mesma composição. Não recomendo.,Negative
2018-01-08 15:43:50,bc425daf8aa760be14e15196cb01108a0be72db5cc2e14ec24a64ccfa7b42ee9,111586411,4,Yes,Ótimo,Comprei para minha mulher e ela gostou. Entrega rápida.,Positive
2018-01-08 15:44:55,aefbe274c1048c2c45118d22b65a721919cd5d34a28409eb80473f3f1bff9620,17494259,5,Yes,CRESCE CABELO,"OTIMO DA MUITO BRILHO E HIDRATAÇÃO TOPPP ESSE PRODUTO, JA E 2 POTE QUE USO AMEI AJUDA MUITO NO BRILHO",Positive
2018-01-08 15:54:26,aefbe274c1048c2c45118d22b65a721919cd5d34a28409eb80473f3f1bff9620,28005138,4,Yes,MAE NATUREZA,"PRODUTO BOM DA BRILHOOOOOOOOOOOOOOOOOOOOOO, MAS TEM QUE ESCOVAR O CABELO",Positive
2018-01-08 16:02:03,826984f6aeddcadf60676e0c603b8d300ab262c1bdf79ff7a354bd8f2fb088aa,130788449,5,Yes,Excelente,Adorei o produto e chegou conforme anunciado. E dentro do prazo de entrega.,Positive
2018-01-08 16:03:56,3188c043f9dd61439957cc4be364951bfde1fac0b9a032f9d4f73641e39fe04f,23882678,4,Yes,Muito bom!,"Eu já utilizo essa marca e faço escovas progressivas direto.O meu secador já tem mais de dois anos e ainda corresponde, o bico com o tempo fica caindo isso por causa de queda e realmente uso muito. Ah e é bem quente viu. Recomendo!",Positive
2018-01-08 16:07:19,47833cfee5420c203c13f3ce0bdcfa9f83bb47f8f3232df20dfa28b37dbd0ebd,27681183,1,No,Comprei a pro veio a basic,Comprei a pro veio a basic produto errado maquina vibra muito muito ruin,Negative
2018-01-08 16:12:20,66e8179d0d7a0a0596368e3e32ef2c34fed6a9a5ea8e25e7444748d56d615630,119371001,5,Yes,muito bom!!!,"aparelho muito bom, cumpriu todas as minhas expectativas",Positive
2018-01-08 16:31:21,edf3c50f5aef826e9f950202d71adfcfc24e2974ba826130b42eb4f1d73577ce,27287322,2,No,Como saber se é 110v ou 220v??,Na descrição não especifica a voltagem como saber para comprar ???,Negative
2018-01-08 16:37:43,5e6d8625ef7001ae09205a57c62604593dae6e64939e002a30b89e4f8ab26c59,5710794,1,No,PERFUME FALSO,"já tive o mesmo produto e esse tem fixação ridícula, não tem a mesma cor do produto original e o spray é cheio de água, úmido.  não recomendo a compra.   extermamente decepcionado com as lojas americanas.",Negative
2018-01-08 16:50:54,da931ddd97b5ad477ac648e8b3d32210442fc2a7ef9cba6ae71fbc250a125630,24840437,1,No,não estou satisfeita demora muito pra entregar.!,"Já está pago e Não recebi o meu Produto, muito atraso na entrega, isso é péssimo. Essa é a minha primeira compra e não gostes da demora.",Negative
2018-01-08 17:01:40,4a398b61d9c2fd3d48d5f1e2458e7f4739ffb774ef4866f5b0fb078fef186e25,119371001,5,Yes,Adorei o produto,"O produto chegou antes do prazo, bem protegido, e é um ótimo produto.... Super recomendo...",Positive
2018-01-08 18:06:05,1328cdc805356e2017822d00fcf418c145e22c0a8b014486cdb82c23aafd08ce,119986073,5,Yes,Muito bom,"Gostei muito, fácil de aplicar e esconde bem os cabelos ralos",Positive
2018-01-08 18:10:20,26194cc47221d238d23783a88735e3f9c01788929183a12e9dbf70af89d07f39,122968415,3,Yes,Satisfeito,Produto entregue no prazo dentro do especificado. Atendeu as expectativas.,Neutral
2018-01-08 18:46:43,ccd51f45f4db18910b2e2daae02ef2e554be6fcc97d7cd1e8fe295cc41a0c68a,28506568,4,Yes,eu uso ha muito tempo esse produto e otimo.,"de boa qualidade,recomendo.faz um alinhamento perfeito.",Positive
2018-01-08 18:59:06,5bb43eb06e6a2143398ad9630c80516f2e679bfe6ab2107a0c200a0d2f58f3e4,131981646,2,No,FRACO,"Secador com 2 velocidades bem fracas e a chapinha muito ruim, esperava mais desses produtos, ainda mais sendo de uma empresa de nome com a Philco.",Negative
2018-01-08 19:03:59,ca0c08e5d5fc40917c140141b93c2f3f2af1094336d953d704d0b604ddac3f05,12999931,4,Yes,Ótimo,O Produto é ótimo pois apresenta um efeito natural!,Positive
2018-01-08 19:46:40,cd5f2fc5982f59232a1a7652858c83007679619a8973e5028e38dbc94d6406b9,111586411,4,Yes,"Gostei muito, atendeu minhas necessidades",Jã uso hã anos depilador eletrico e este novo substituiu muito bem o anterior,Positive
2018-01-08 20:37:49,6afb5244c4756c2d503ab61427f7a140d7af436c0c4c8c9e2ad2cd8b11fd8804,116991061,5,Yes,Dúvida é 100ml mesmo?,Gente é 100 ml mesmo? Quero comprar mas estou achando muito barato para 100ml. É original?,Positive
2018-01-08 20:50:34,50e69f9eb11bb60e152236890678fb25e3433bbb817f7cdd72bfd17d48ef830e,27104162,1,No,Não recebi o produto solicitado.,Não recebi o produto solicitado estou aguardando orientação para devolução e não recebo.,Negative
2018-01-09 02:38:39,170dd61a712f45acb58c0bee76bad41dde01eb2e419cbe60f918bebbf84b7152,124950585,2,Yes,Bom porque é Bivolt e ruim porque o motor é bem fraco,"Para quem quer potência esse secador não satisfaz expectativas, o motor é bem fraco... mas por outro lado, para quem viaja ele possui duas voltagens....",Negative
2018-01-09 03:01:16,679c46b087dcc32e83f4085d6c36c832fd08e3f123d4aab7f435814039b64d79,20591713,1,No,FIXAÇÃO 0!!!!,"COMPREI ESSE PERFUME DE 200 ML, ELEFANTE BRANCO. A FIXAÇÃO DELE DURA 15 MINUTOS, VOU TENTAR REEMBOLSO DO MEU DINHEIRO, CONSELHO DE AMIGO, NÃO COMPREM!!!!!",Negative
2018-01-09 03:49:08,e826b2159e37eb3e70a7d154b0d10c905c2175b8017b6d1a6dcafeb749548e19,129591796,3,Yes,É um bom produto!,"Se considerarmos o custo/benefício apenas atende bem. Se quiser algo mais silencioso e eficiente, vc vai ter que comprar uma máquina um pouco mais cara!",Neutral
2018-01-09 04:01:58,8cc8287e85c85389ffd077dc97c847c044c5e0f5ca5d369181e4d035b75c263c,29325220,5,Yes,Muito bom,"Perfume suave e ao mesmo tempo marcante. Ótimo para os dias mais quentes também, cheirinho de frescor!",Positive
2018-01-09 04:15:09,d089cb4787538797ab5b2f982af03d7662443b00733cc35e62c113e6db7b8f8a,28036217,4,Yes,Gostei,Bom produto só levou 4 estrelas pq o material do pente é fraco fácil de quebrar,Positive
2018-01-09 04:34:37,916be714aaf541b593e041f2eda291424ff3f91a792a65091b5ca37e32f6eb6e,15807160,5,Yes,Muito bom!!,"Super sequinho, é absorvido instantaneamente pela pele. Fácil de passar! É caro, mas me apaixonei pelo produto desde a primeira vez que usei.",Positive
2018-01-09 04:45:37,900df9c6c6af61b5d2f18be8b414599826a5fe905a1320e77bff8742b86593c9,19231807,5,Yes,NÃO É BLOQUEADOR,"Americanas, corrijam o título de alguns protetores solar, que estão eroamente sendo vendido como bloqueadores. Isso é propaganda enganosa!",Positive
2018-01-09 04:47:52,4b00855803170077f2df16e4c8b89ebc5a35c83d07de470137602585c7f8eeb6,110373836,5,Yes,Bom produto,"O produto é excelente, a entrega foi rápida, recomendo.",Positive
2018-01-09 06:07:46,0fffdfd6d117b76d4d5431a8f1b89f62e22046e3754e184fbf015f6e01b5f0c7,16062770,4,Yes,excelenter,Foi presente dado à asobrinha que adorou o produto. recomendo.,Positive
2018-01-09 06:12:31,e70597f6980f3ae63ac9af634b5d076dd0f2e1b57e5c0128cf5b781cfaadf83d,131981646,4,Yes,Gostei,"Ótimo para levar na mala de viajem, produto ideal para nosso dia dia .",Positive
2018-01-09 06:16:24,e21ac7dba804b0ff4b2a2aa0ea2e587a62b752f20ce48990e2c4559c7b58798f,119371001,5,Yes,Gostei do produto,"Leve, prático, higiênico e apara muito bem os pelos da barba. O de nariz acredito que não é tão bom quanto para aparar a barba, mas não é ruim. Recomendo.",Positive
2018-01-09 06:24:40,617008bb11af8d6c3784b7e24d17b55957cb5988947fe913cfda5339ee58874d,20398969,5,Yes,Produto execelente,"O produto é excelente, porem não gostei  do parceiro de vocês a transportadora pois informaram que o endereço estava incorreto e isso não foi verdade e deixaram o produto  com outra pessoa  vizinha pra mim entregar sendo que não assinei nada que recebi  o produto  e só fui receber depois de 5 dias pela pessoa.Na minha opinião o horário de entrega deveria ser horário comercial.  Achei isso um absurdo e estou insegura de realizar novas compras.",Positive
2018-01-09 06:25:20,b841c213ed994e73cd4eed25e7bb455cdf7a231efa59abc9ed0e37810b3da63a,18405774,5,Yes,Maravilhoso,"Perfume maravilhoso, fragrância diferenciada e fina!",Positive
2018-01-09 06:25:40,7921af8668b5c9dd7a727e44b5dcb82eec3e031acdf901a890aec437aaa8f5ae,111624490,4,Yes,Muito bom,"Tirando a bateria que poderia durar mais, o resto é excelente!",Positive
2018-01-09 06:27:03,82a32bf14f0d681dd205e500e75c8a3a246c05b19cf90eea1d6b90dab6a6e28c,29870272,4,Yes,Réplica muita boa do Perfume Issey Miyake L'eau D'issey,"Esse perfume me surpreendeu. Fragrância muito boa mesmo. Em comparação com o Perfume Issey Miyake L'eau D'issey, peca somente na fixação. Fragrância quase idêntica. Diria que 90% inspirada.",Positive
2018-01-09 06:27:17,bd085520724ecf64c1771e0129dbef032d4479ebaa1b8ffab4414bc93d102368,9320921,5,Yes,Otimo,"Chegou dentro do prazo, em perfeito estado. O produto é bem cheiroso e deixa o cabelo super macio!  Uso bem pouquinho por dia, rende muito!",Positive
2018-01-09 06:28:05,bd085520724ecf64c1771e0129dbef032d4479ebaa1b8ffab4414bc93d102368,8440717,5,Yes,Ótimo,"Chegou dentro do prazo, em perfeito estado. O produto é bem cheiroso e deixa o cabelo super macio!  Uso bem pouquinho por dia, rende muito!",Positive
2018-01-09 06:30:21,0f0f42222e15c68908e171b069d39ad29a87ed48e6e32237386dbeb7129e8c6b,118961974,5,Yes,Eu amei muito é muito util,Só acho que o praso de entrega tem que ser mais rapido!,Positive
2018-01-09 06:31:45,0f0f42222e15c68908e171b069d39ad29a87ed48e6e32237386dbeb7129e8c6b,132165051,3,Yes,Gostei,Ele deveria vir certo os encaixes é o praso de entrega deve ser menor,Neutral
2018-01-09 06:36:26,39f7c0689759fd97c405ed2f859495f84e3e05562a73027422220e64f29d88a4,16086982,3,No,Bom,"Ela é boa, só não gostei pq não tem nem 1 mês de uso e ela já está descascando",Neutral
2018-01-09 06:38:34,280c4db5a8b2acc3de9ead05234868917df389ee99dc19a2d7e70f7db5dd5f3b,126829931,5,Yes,Excelente Produto,Produto de excelente qualidade. Eu recomendo o produto.,Positive
2018-01-09 06:39:13,bf133da71621b8b2b01b7fef838b9b3a649523ccf2d41e00ecf3ae8a04caa54b,13557375,2,Yes,É regular,Bom eu só Usei uma vez o produto então não tenho muito o que falar dele mas atende as minhas expectativas.....,Negative
2018-01-09 06:41:46,53f1b1191c218c6d665541d3e8e052a5cd2bcd8382df4f58ebfd4452a5fd5008,29622761,5,Yes,Excelente!!!,"Atendeu minha expectativa, excelente produto!! Fiquei fã.",Positive
2018-01-09 06:45:36,1477a67bdb69264b9cfcd1c668d122665d2b5664cc4916714693474e40658ddd,9376439,4,Yes,Entrega,A entrega se deu no prazo e o produto está de acordo com o que fou comprado,Positive
2018-01-09 06:47:35,1477a67bdb69264b9cfcd1c668d122665d2b5664cc4916714693474e40658ddd,15558774,1,No,Entrega,"O produto ainda não foi entregue e não obtive informação sobre o ocorrido. Solicito informação sobre essa entrega a fim de eu avaliar se ainda tenho interesse no produto ou se quero meu dinheiro de volta, já que sigo sem resolução desse problema até a data de hoje.",Negative
2018-01-09 06:59:34,3a03de54ac99403f17f9b5b2dd9e5c5039cb9d0746351a3ae8d8b1f734f0c6a6,7328956,3,No,Não da pra ter certeza que é autentico,não tem como ter certeza de que o perfume é original,Neutral
2018-01-09 07:06:04,f69ee6d4aeb67a8c2ca7141a245ee62ddadb004f14fb0a3a7aee30434a08907f,28744283,5,Yes,Excelente produto,Produto de ótima qualidade fácil de manusear eu recomendo,Positive
2018-01-09 07:11:21,c4e4ef68d1d5b384936a04c95e3f7d04d81199a0760b1934d214d5da1b6feac7,119371001,5,Yes,Qualidade e ótimo custo-benefício,"Funciona perfeitamente e atende a todas as necessidades que se propõe atender. Apenas senti falta do pente para aparar sobrancelhas que, nos modelos anteriores, a Phillips incluía no pacote.",Positive
2018-01-09 07:12:01,1e16ba90c58dc94e9c544bdd7f93b9fbd802e9fab6cdf33c32ede89a3805d681,20056002,5,Yes,Ótimo Perfume,"Ambos perfumes são de boa qualidade,  as pessoas a quem presenteie ficaram felizes.",Positive
2018-01-09 07:13:17,6561229a824d88e402929aea6f3eba408db76650be035652055db31d8c003998,12999931,4,Yes,PROGRESSIVA,"MARAVILHOSO, NÃO ARDE OS OLHOS E O CHEIRO AGRADAVEL.",Positive
2018-01-09 07:14:49,04b21ceb90c9a9d00331928a05132676d0d7ac16837229d253c995dd2cc2b3c4,19552508,5,Yes,Perfume Chloé Excelente,"Perfume Chloé, excelente,aroma suave, a entrega foi dentro do prazo especificado pela loja, indico tanto o perfume quanto a loja!",Positive
2018-01-09 07:17:13,7dd78562849ccf90cbbc9d4991b98dc54333d8efc5c434382304408f368ffc9f,29608467,4,Yes,Achei muito boa!,"Achei muito boa, conforme o anúncio, confortável e atende bema minha necessidade, clientes satisfeitos!",Positive
2018-01-09 07:18:59,cef4d03a8cd280c0fb4cbe57f85ef8d8cd6e7532ccf97860973a7b5be84e2235,367008,2,No,um pouco decepcionado,Me cortei na primeira vez que usei esse produto. Eu tinha um aparador da mesma marca e gostava bastante. Pensei que esse era o mesmo mas esse modelo é um pouco mais agressivo e se não tiver cuidado redobrado pode fazer corte na pele.,Negative
2018-01-09 07:19:50,22a149aeaec31b2f24e163ca4efb422b2124dc5473e317e8ceec1d82e5ab950e,113908787,4,Yes,GOSTEI MUITO DO PRODUTO,PRODUTO ATENDEU AS MINHAS EXPECTATIVAS! RECOMENDO...,Positive
2018-01-09 07:22:11,20b6e77d6be72b3f414562829467ea1486202e29bcd2e2afb8c93cd0748c34d5,16856864,3,Yes,potencia,"bom dia  o produto aparenta ser ótimo, porém não esquenta o suficiente.",Neutral
2018-01-09 07:28:12,222c63eac8f70095c47ed5fd7b184c31bb0c24fbeeca58e3d72efc92b5a219e4,12365086,5,Yes,e o unico que se dar com o meu cabelo.,"bom dia !  ate o momento nao encontrei outro produto igual a esse pro meu cabelo,fica maravilhoso sedoso muito brilho tudo de bom .  o meu cabelo so co este produto , outro produto ele nao aceita .pra meu cabelo so tem esse produto.  att tania dantas matos",Positive
2018-01-09 07:32:52,14aa0d913ab61ddc41e5fce37ac1d51ce432f2f450c95816bf920b240282a9ee,1039284,5,Yes,Produto excelente!,Comprei uma há alguns anos e adoro tanto que dei uma de aniversário para minha mãe. Tenho cabelo muito comprido e mesmo assim uso ela com frequência. Sem contar que dá tanto para alisar os cabelos quanto  para fazer cachos. E é muito prática para levar na bolsa e para viajar.,Positive
2018-01-09 07:37:52,be21ccee43ca643f727bc52859a0a4fdcb9754313feafafa405b341127e3cb68,29556747,1,No,Recebi outro modelo (preto da china),"Não gostei, bem inferior, recebi o modelo diferente do que comprei: na cor preta, manual da china, bem réplica. Solicitei troca por outro produto.",Negative
2018-01-09 07:39:02,642846b8b0724674dfaeae4e6e5c867a4fbd6d4d5e172b503cabf464c053d4a6,22277799,5,Yes,Gostei muito do produto,Esse secador é tudo !! Perfeito!! Realmente super potente ...leve...e ainda por cima lindo!!! Recomendo para profissionais!!,Positive
2018-01-09 07:52:15,359ea2cf59cebb8204a09d4ab03d11aa95e54600fac7c8c2e95b54f571491b69,7328501,5,Yes,Perfume excelente,"Perfume excelente, fixa bem na pele, cheiro bastante agradável, recomendaria pra todos que quiserem.",Positive
2018-01-09 08:10:52,00712ba11506a71e1508abe8663493a58e46122eccc2a886131d684bc2321744,7328501,1,No,Não recebi o produto,Ainda não recebi o produto comprado antes do Natal,Negative
2018-01-09 08:11:21,1eaf963982f4d3b1a65b67ac1e39da1e7efcb1915a51162e6bef515acc46dd6f,9777773,1,No,PÉSSIMA.,EFETUEI O PAGAMENTO E O PRODUTO NÃO FOI ENTREGUE.  ESTE SERVIÇO DA LOJA AMERICANAS É UMA FARSA . ME DECEPCIONEI .!!!!!,Negative
2018-01-09 08:25:33,8902ac9d11d8f3eb7a7e9a9cec10937fa75cf27f5ed56fccbd8eaefd8d7c59ae,122968415,3,Yes,Produto bom,Atendeu minhas expectativas. Tem 2 Velocidades. Chegou antes do prazo.  Recomendo tranquilamente.,Neutral
2018-01-09 08:26:25,3b00d768f1967c4474edadc58e2fdde90e0be7b1429a63e35c50faa5d380360a,21512140,4,Yes,Estou em dúvida,"Queria saber de esse produto é original mesmo,pois o favor esta bem diferente",Positive
2018-01-09 08:52:27,cb6b8a1fa33f143e35cf5a845bc4f97e9431868815a1a9a178a3e7435800356f,117269038,2,Yes,nao recomendo,"com o frete da o mesmo preço da farmácia, melhor ir na farmácia e trazer na mão.",Negative
2018-01-09 08:54:51,451a1ee947a40ddf04ec3f9ed09ca3869f46821c5d66438ccc34cdec6a19d57a,11949485,1,No,Não sei,Difícil avaliar um produto que você não recebeu........... 30 dias após o pedido e ainda o mesmo não foi entregue.......,Negative
2018-01-09 09:04:29,44d9d422e27b72ac20e584cbd4c3055f0b7957fc6ff07e402ef84692a440341c,111624490,3,Yes,Produto bom,"Se você possui poucos pelos para aparar, este produto é muito bom, caso contrário será preciso paciência pois no caso de muitos pelos é necessário passar o aparador várias vezes para ter o resultado esperado. Tive que comprar uma máquina de cortar cabelo para fazer o serviço ""pesado"" e uso esta somente para dar manutenção nos pelos, aí sim este produto atende.",Neutral
2018-01-09 09:15:41,c9001befe59a2e7004ae67714148bd2b642dcadfca5f3401e8808e36a57b2617,113174007,3,Yes,Recomendo!,"Com relação a custo benefício vale a pena, pois é  um secador não profissional mas que seca bem e o valor muito bom, recomendo o produto, atendeu minhas necessidades!",Neutral
2018-01-09 09:30:25,9701fb0471cb511e551bab069591d9b58b9145740827f57e8aba5eb66fb9fa78,115158094,4,Yes,Gostei !,"Gostei mto do perfume, doce mas não fica enjoativo na pele",Positive
2018-01-09 09:42:29,8a2a5cbafa54c2b31e7652755855b289f99813679fb76c8d31162f681d5b5b15,6563012,2,No,NÃO GOSTEI,"PRODUTO DE ORIGEM DUVIDOSA, FRAGANCIA PURO ALCOOL E NÃO DURA NADA NA PELA E NEM PROJETA. NADA PARECIDA COM QUE JA PROVEI ANTES. NÃO RECOMENDO.",Negative
2018-01-09 10:01:01,b0d402aa04d7b974ac7d6246e694e79821c4155ec6f8f80fc525c842f4cbf990,6716901,1,No,Não recebi,"Não sei , não tenho como opinar , não recebi o produto , como mostra no status. E ainda estou aguardando uma posição de vocês , Por favor entrar em contato",Negative
2018-01-09 10:14:10,16be41bf6550f41b43edbc065c022c44c447dee188218bace2be0f546b614885,128860721,5,Yes,satinele,"amei, muito bom... remove os pêlos muito bem, até os mais curtos",Positive
2018-01-09 10:38:02,bd47f3a4f51523de54adbc8ead2f439cd7f6d03ecb2578897e390ca18917ffd4,111624490,5,Yes,Super recomendo.,"Excelente produto. Retira todos os pelos, sem irritação. Recomendo, com certeza!!!",Positive
2018-01-09 10:53:49,377cfead6b713efcfdcf693269762ac8f850d7b88c23904d3483103b471665e1,19403503,5,Yes,Excelente perfume,"Muito bom perfume,  e a entrega no prazo.  ...............  . .........     ......     ..........",Positive
2018-01-09 11:04:08,a6abd1081b55d82d22067d9ef3d65fc617e4c663338a520294848ca0f419380f,6918622,3,Yes,Otimo custo beneficio,"Perfume extramamente citrico, com aroma de limaobem presente, porem a medida que passa o tempo o aroma fica bem suave! Otimo para o calor, muito refrescante!",Neutral
2018-01-09 11:20:14,68dfc94b9c3af44c4fc80e531014531adfa7c1c5f908e30d6eb3ba7910613c5d,12134650,5,Yes,Original e entregue no prazo,"Como o título da avaliação sugere, o produto é original e foi entregue no prazo estipulado, sem qualquer problema. Recomendo.",Positive
2018-01-09 11:37:38,bba1cbe23ee18fb200c46968b931e93c5667d7fb9781d945487ad7a699268e50,29717970,5,Yes,Muito bom,"Ótimo produto, super recomendo . Ótima ficção da sobra com ele ,textura leve. Muito bom",Positive
2018-01-09 11:44:03,0e6f75829dfde588e55fb9bd309ca6a2bfda05a9231d6ca47b3e38d7b85b612c,29719306,5,Yes,Excelente,"Ele é ótimo para pegar cor. Entretanto, como o fator de proteção é baixo, tem que cuidar com a exposição ao sol, principalmente pessoas com peles claras",Positive
2018-01-09 11:49:27,b18df8bbcfa7c8d39dc73c3adf9684060cedae3b5948c83a3fd8ad44aa05b218,119371001,3,Yes,Dentro do ofertado,"Produto muito bom, funciona bem, dentro do ofertado.",Neutral
2018-01-09 11:54:06,5591c23e4c4441dbfb5d61cb8c7740b284b0485808efb2dedee61116546486ac,129591796,5,Yes,Ótimo produto,Entrega super rápida e eficiente. Produto excelente,Positive
