product_id,product_name,brand,category_lvl1,category_lvl2
303579,Perfume Blue Jeans Masculino Eau De Toilette 75ml - Versace,versace,Beleza e Perfumaria,Perfumaria
18454261,Máscara Shitake Plus 500g - Bio Extratus,,Beleza e Perfumaria,Cabelo
19498560,Catharine Hill Clown Make-Up Water Proof Mini Branco - Sombra 4g,,Beleza e Perfumaria,Maquiagem
19231760,Cadiveu Professional Hair Remedy Sos Serum 15 Em 1 - Leave-In  150ml,,Beleza e Perfumaria,Cabelo
15192112,"Batom Lápis Revlon Colorburst 2,7g Cor: Matte Elusive",,Beleza e Perfumaria,Maquiagem
15084622,Maria Escandalosa Botox Matizador Violet 1kg,,Beleza e Perfumaria,Cabelo
10691869,Modelador De Cachos Babyliss Pro Nano Titanium 32mm - 220v,,Beleza e Perfumaria,Cabelo
28820766,Perfume Individuel Masculino EDT 75 ML,,Beleza e Perfumaria,Perfumaria
128929986,Prancha Ga.Ma Attiva Titanium Bivolt Branca,gama italy,Beleza e Perfumaria,Aparelhos elétricos para cabelo
24809010,Vodka Man - Paris Elysses - 100 ml,,Beleza e Perfumaria,Perfumaria
112406224,Carga de Aparelho de Barbear Gillette ProGlide Regular - 2 unidades,gillette,Beleza e Perfumaria,Barbearia
13617189,Escova Progressiva Marroquina Inoar - 2 X 1000ml,,Beleza e Perfumaria,Cabelo
27287424,Alfa Cabany Nano Complex Escova Progressiva Kit Profissional (2x1l),,Beleza e Perfumaria,Produtos para cabelo
17438603,Kit Loréal Paris Protetor Solar Corporal Solar Expertise Fps 30,,Beleza e Perfumaria,Tratamento de Pele
29553810,Maleta Frasqueira Maquiagem e Jóias kit 3 peças lilas CBRN04683,,Beleza e Perfumaria,Maquiagem
29436989,Perfume Benetton United Dreams One Summer Him Masculino Eau de Toilette 100ml,,Beleza e Perfumaria,Perfumaria
5933938,Perfume Ange ou Démon Feminino Eau de Parfum 100ml - Givenchy,,Beleza e Perfumaria,Perfumaria
14555818,Acelerador do Bronzeado Australian Gold Dark Tanning Accelerator 237ml,,Beleza e Perfumaria,Tratamento de Pele
28727118,Modelador de Cachos MQ Hair Professional Titanium Rose Gold 25mm - Bivolt,,Beleza e Perfumaria,Cabelo
11789847,Escova Modeladora Faet Pronto 21W LS36 Branco,,Beleza e Perfumaria,Cabelo
16017879,Maquina Acabamento E Cortar Cabelo Andis T-Outliner Gtx 110v,,Beleza e Perfumaria,Cabelo
27369936,Cadiveu Detox Kit Home Care,,Beleza e Perfumaria,Produtos para cabelo
19566561,Chapinha Prancha Profissional Ladyliss 1 1/4 Nano Titanium 450ºF + Brinde,,Beleza e Perfumaria,Cabelo
132498824,Chapinha Taiff Vulcan,,Beleza e Perfumaria,Aparelhos elétricos para cabelo
11555602,La Petite Fleur Blanche Eau De Toilette Paris Elysees - Perfume Feminino 100ml,,Beleza e Perfumaria,Perfumaria
25721982,Perfume Eternity Moment EDP 100 ml - Calvin Klein,,Beleza e Perfumaria,Perfumaria
25497041,Kit Profissional Lowell Protect Care Com 03 Produtos,,Beleza e Perfumaria,Produtos para cabelo
112186866,Chapinha (prancha) Mondial Alisadora Tourmaline Ion Plus P-11 Bivolt,mondial,Beleza e Perfumaria,Aparelhos elétricos para cabelo
21952070,Termocera Aquecedor De Cera Junior 400g  Bivolt - Com Refil Branca Com Rosa,,Beleza e Perfumaria,Depilação
29899678,Perfume Antonio Bandeiras Her Secret Feminino Eau de Toilette 80ml,,Beleza e Perfumaria,Perfumaria
15255915,Protetor Solar Facial Nivea Sun Toque Seco Antissinais Fps 60 50ml,,Beleza e Perfumaria,Tratamento de Pele
7118985,Estimulador de Crescimento de Unhas Mavala Mavaderma 10ml,mavala,Beleza e Perfumaria,Unha
11543690,Sexy Woman Eau De Toilette Paris Elysees - Perfume Feminino 100ml,,Beleza e Perfumaria,Perfumaria
30628807,Creme de Pepino Pepnew Abelha Rainha 55g,,Beleza e Perfumaria,Cuidados Pessoais
22912319,Creme P/ Maos Flores E Vegetais Hidratante Óleo De Amêndoas 250g,,Beleza e Perfumaria,Cuidados Pessoais
29194291,Depilador Elétrico Mondial DP-04 Branco e Rosa,,Beleza e Perfumaria,Depilação
18477921,Kérastase Discipline Masque Curl Ideal 200 Ml,,Beleza e Perfumaria,Banho
29413750,Kit Tratamento Aramath Matizante Extrato de Açai Home Care,,Beleza e Perfumaria,Produtos para cabelo
10907933,Redermic Hyalu C Creme Olhos La Roche Posay 15ml,,Beleza e Perfumaria,Dermocosméticos
27244668,Kit Com 12 Desodorantes Old Spice Pegador 150 Ml,,Beleza e Perfumaria,Cuidados Pessoais
18411363,Água Oxigenada Harina - 20 Vol - 900ml,,Beleza e Perfumaria,Cabelo
340667,Pó Bronzeador Délice de Poudre - Poudre Bronzante Fourrée aux Éclats de Soleil - Bourjois,,Beleza e Perfumaria,Maquiagem
20250166,Mola Depiladora Depilador Facial Removedor De Pelos Tirador,,Beleza e Perfumaria,Depilação
119812786,Perfume Polo Black Ralph Lauren Masculino Eau de Toilette 200ml,,Beleza e Perfumaria,Perfumaria
9891315,Lola Umectação Oliva 200g,,Beleza e Perfumaria,Cabelo
132464747,Máquina de Cortar Cabelo Wahl Clipper Barber Trim,,Beleza e Perfumaria,Barbearia
7331112,Perfume Salvador Dalí Laguna Feminino Eau de Toilette 30ml,salvador dali,Beleza e Perfumaria,Perfumaria
114078367,Maleta de Maquiagem Fenzza Glamourosa HZP928 Prata,,Beleza e Perfumaria,Maquiagem
25413331,Loreal Majirel 6/0 Louro Escuro Natural Profundo - Tintura 50g,,Beleza e Perfumaria,Produtos para cabelo
10231308,Forever Liss Banho De Verniz E Hidratação Extrema - 250g,,Beleza e Perfumaria,Cabelo
11572438,Dark Tanning Accelerator Australian Gold - Spray Acelerador Do Bronzeado 237ml,,Beleza e Perfumaria,Tratamento de Pele
8678038,Inoar Escova Progressiva Marroquina 2x1000ml,,Beleza e Perfumaria,Cabelo
28541170,Óleo Bronzeador Australian Gold - Accelerator Intensifier,,Beleza e Perfumaria,
26037903,Cortador De Cabelo 220v - Eb05 - Multilaser,,Beleza e Perfumaria,Barbearia
11552994,Twilight Pour Femme Eau De Parfum I-Scents - Perfume Feminino 100ml,,Beleza e Perfumaria,Perfumaria
28018292,Henna Composta Natural Para os Cabelos HE0002,,Beleza e Perfumaria,Produtos para cabelo
28017579,Henna Pura Indiana Para os Cabelos HE0003,,Beleza e Perfumaria,Produtos para cabelo
23409052,Avental Capa Jeans Barbeiro Barber Shop Vintage Retro,,Beleza e Perfumaria,Barbearia
15489314,Magic Color Mini Gloss Matizador 3d Blond Black - Efeito Grafite - 100ml,,Beleza e Perfumaria,Cabelo
16531120,Maleta De Maquiagem Fenzza Rosa Com 46 Itens - Hzp723,,Beleza e Perfumaria,Maquiagem
13432981,Máscara Brilliance Wella Professionals 150ml Cabelos Normais A Fino . Coloridos,,Beleza e Perfumaria,Cabelo
10564982,Wella Professionals Brilliance Shampoo - 250ml,,Beleza e Perfumaria,Cabelo
21539335,Forever Liss Máscara Desmaia Cabelo 350g,,Beleza e Perfumaria,Cabelo
22510625,Máscara Para Cílios Maybelline Cílios Sensacionais Lavável,,Beleza e Perfumaria,Maquiagem
25247624,Mini Prancha Babyliss Pro Nano Titanium Azul 20d Bivolt,,Beleza e Perfumaria,Aparelhos elétricos para cabelo
12981845,Óleo De Argan Moroccanoil 25ml,,Beleza e Perfumaria,Cabelo
108283559,Secador Turbo Taiff Ion 1900w,taiff,Beleza e Perfumaria,Aparelhos elétricos para cabelo
26023638,The Girl Tommy Hilfiger Eau De Toilette – Perfume Feminino 30ml,,Beleza e Perfumaria,Perfumaria
19394241,Forever Liss - Kit Desmaia Cabelo (Shampoo 500ml + Leave-In 150g + Máscara 240g),,Beleza e Perfumaria,Cabelo
19394880,Magnific Hair - Kit Sos (Reconstrutor Capilar 3 Passos),,Beleza e Perfumaria,Cabelo
28740303,Itallian HairTech Escova Nutrilipidica Innovator N.8 500ml,,Beleza e Perfumaria,Produtos para cabelo
16171442,Ghair B-Tox - 1 Kg,,Beleza e Perfumaria,Cabelo
18477636,Kerastase Nutritive Máscara Masquintense Cabelos Finos 200 G,,Beleza e Perfumaria,Cabelo
22266525,Felps Profissional Óleo De Bamboo Bio-crescimento 30ml,,Beleza e Perfumaria,Cabelo
25522755,Detra Kit Escova Progressiva Plastic Liss 1litro - Sem Formol + Botox Plastic Liss 1kg,,Beleza e Perfumaria,Produtos para cabelo
27193361,1ka Ocean Blue Kit Escova Progressiva Sem Formol (2x1l),,Beleza e Perfumaria,Produtos para cabelo
6794561,Perfume One Million Masculino Eau de Toilette 50ml - Paco Rabanne,paco rabanne,Beleza e Perfumaria,Perfumaria
26676182,Forever Liss Máscara Maizena Capilar Mealiza 250g,,Beleza e Perfumaria,Produtos para cabelo
25501048,Deva Curl Set It Free - Finalizador 120ml,,Beleza e Perfumaria,Produtos para cabelo
11565090,Argan Oil System Oleo De Argan Leave-In Inoar - Sérum Finalizador 250ml,,Beleza e Perfumaria,Cabelo
29569599,Retoque Raiz Spray Instantâneo Magic Retouch Castanho Claro,,Beleza e Perfumaria,Produtos para cabelo
27209202,Uniq One Revlon Hair Tratament 10 Em 1 - Mega Liquidação!,,Beleza e Perfumaria,Produtos para cabelo
8208481,"Tratamento Para Unhas Scientifique Pen 3,5ml Unissex Mavala",,Beleza e Perfumaria,Unha
14054433,Queratina Hidrolisada Banho De Verniz Forever Liss - Tratamento,,Beleza e Perfumaria,Cabelo
19230800,Sp System Professional Luxe Oil - Óleo Finalizador 30ml,,Beleza e Perfumaria,Cabelo
320739,Adstringente Anti-Cravos 200ml - Johnson & Johnson,johnson's,Beleza e Perfumaria,Tratamento de Pele
29694209,L'oréal Professionnel Force Relax Máscara Nutri-control 500g,,Beleza e Perfumaria,Produtos para cabelo
24413581,Palito Para Unha Em Madeira Descartável Pequeno Com 24 Unidades 4104 - Juleon,,Beleza e Perfumaria,Unha
16658632,Shampoo Alisante Madame Lis Spumalisa - Shampoo Que Alisa,,Beleza e Perfumaria,Banho
11933512,Alfaparf Semi Di Lino Diamante Cristalli Liquidi Serum 50ml,,Beleza e Perfumaria,Cabelo
8620726,Loreal Homme Mat 4 80ml,,Beleza e Perfumaria,Cabelo
19423502,Nanovin A Cavalo De Ouro 30ml,,Beleza e Perfumaria,Banho
25976922,Klass Vough 5x Com 16cm - Espelho De Aumento,,Beleza e Perfumaria,Cuidados Pessoais
27230757,Escova Progressiva Maria Escandalosa (2 X 1000ml) + Botox Capilar White Maria Escandalosa - 1 Kg,,Beleza e Perfumaria,Produtos para cabelo
15839516,Perfume Eternity Feminino Eau De Parfum 100ml - Calvin Klein,,Beleza e Perfumaria,Perfumaria
29692693,Perfume Benetton Dream Big Her Feminino Eau de Toilette 80ml,,Beleza e Perfumaria,Perfumaria
29771741,Cabelo Humano Natural Tela Tic Tac 50 cm 100 gramas,,Beleza e Perfumaria,Produtos para cabelo
113908867,Modelador Cerâmico 1.25 Mega,mega,Beleza e Perfumaria,Cabelo
28782375,Lixa De Unha Eletrica Profissional De Alta Velocidade Motor 110v com pedal,,Beleza e Perfumaria,Unha
27828197,Escova Prohit Glam Hit Quadrada,,Beleza e Perfumaria,Produtos para cabelo
19996126,Scuderia Ferrari Black Eau De Toilette Ferrari - Perfume Masculino,,Beleza e Perfumaria,Perfumaria
13362528,Porta Shampoo Duplo Inox - Estilqui,,Beleza e Perfumaria,Banho
31167470,Pantovin Cápsulas,,Beleza e Perfumaria,Nutricosméticos
25407893,Coffee-Mate Nestlé Creme Pronto Para Café em Pó - 1 Kg,,Beleza e Perfumaria,Produtos para cabelo
7276498,Perfume The Secret Edition Masculino Eau de Toilette 100ml -  Antonio Banderas,antonio banderas,Beleza e Perfumaria,Perfumaria
23883296,Prancha Nano Titanium Babyliss Optima 3000 + Progressiva Cadiveu - Plástica Dos Fios,,Beleza e Perfumaria,Cabelo
111334311,Secador Fashion Trip Arno For Elite - Bivolt - Arno,arno,Beleza e Perfumaria,Produtos para cabelo
27367197,Doux Clair Kit Effets Liss (sh+cond+mas),,Beleza e Perfumaria,Produtos para cabelo
11553123,Master Graphic By Eye Studio Maybelline - Delineador Black,,Beleza e Perfumaria,Maquiagem
10654841,Protetor Solar Nivea Sun Protect  Fresh Invisible Fps 50 Com 200 Ml,,Beleza e Perfumaria,Tratamento de Pele
31331412,Perfume Grace La Rose Sublime 100 ml Hinode,,Beleza e Perfumaria,Perfumaria
112941497,Máquina de Corte Color Pro Wahl Azul e Branca,wahl,Beleza e Perfumaria,Barbearia
21998192,Maquina Cortar Cabelo Profissional 110v,,Beleza e Perfumaria,Barbearia
14949522,Turma Da Monica Magali Kids Creme Para Pentear - Cabelos Ondulados E Cacheados 200ml,,Beleza e Perfumaria,Cabelo
16381927,Senscience Silk Moisture Shampoo 1000ml - Fab Senscience Cosméticos,,Beleza e Perfumaria,Banho
29465394,Glatten Açucar Reconstrução Kit com Máscara 500g - 3 itens,,Beleza e Perfumaria,Produtos para cabelo
27231219,Kit Tratamento Salon Line Pra Arrasar 200ml Cada,,Beleza e Perfumaria,Produtos para cabelo
112210539,Chapinha (prancha) Taiff Blue Íon Bivolt,taiff,Beleza e Perfumaria,Aparelhos elétricos para cabelo
121295917,Primer Iluminador Vult Facial 20g,vult,Beleza e Perfumaria,Maquiagem
27593138,Truss Uso Obrigatório Reconstrutor Capilar 260ml,,Beleza e Perfumaria,Cabelo
15944681,Prancha De Cabelo Gama Italy Lumina Duo Ion Plus Bivolt Vermelha Com Cabo Giratório,,Beleza e Perfumaria,Cabelo
111781233,Secador de Cabelos Britânia SP3300V Íon Vermelho,britania,Beleza e Perfumaria,Aparelhos elétricos para cabelo
9426351,Loreal Expert Liss Unlimited Serum Evening Primrose Oil - 125ml,,Beleza e Perfumaria,Cabelo
20049682,Truss Tratamento Especial Uso Obrigatório Blond Reconstrutor Capilar - 260ml,,Beleza e Perfumaria,Cabelo
28776613,Esmalte Preta Gil Cremoso - Preta 40  9ml,,Beleza e Perfumaria,Unha
19230795,Loréal Professionnel Absolut Repair Cortex Lipidium Kit Salão (3 Produtos),,Beleza e Perfumaria,Cabelo
117104111,Perfume Lady Gaga Fame Feminino Eau de Parfum 30ml,,Beleza e Perfumaria,Perfumaria
27206981,Kit 3 Bases - Promoção Relâmpago - La Beauté,,Beleza e Perfumaria,Unha
10462966,Forever Liss Sos Antiemborrachamento - Reconstrutor 300ml,,Beleza e Perfumaria,Cabelo
23120644,Kit Joico Moisture Recovery 2 Produtos,,Beleza e Perfumaria,Cabelo
29544277,Mutari Professional Progress - Progressiva 1L,,Beleza e Perfumaria,Produtos para cabelo
15950568,Refil para Aparelho de Barbear Bic Flex 4 C/4,,Beleza e Perfumaria,Barbearia
18845054,Eliminadora E Removedora De Pontas Duplas - Preto,,Beleza e Perfumaria,Cabelo
19718859,Issey Miyake Intense Eau De Toilette Masculino 125ml,,Beleza e Perfumaria,Perfumaria
29559470,Kit Aparelho De Barbear Gillette Proglide Styler + 2 Cargas Fusion Proshield,,Beleza e Perfumaria,Barbearia
19700941,Perfume Masculino Animale Instinct For Men Edt - 100ml,,Beleza e Perfumaria,Perfumaria
16183520,Perfume Marina De Bourbon Classique 100ml Edp Feminino,,Beleza e Perfumaria,Perfumaria
18139712,"Depilador Feminino Eletrico Aparador De Pelos Facial Para Rosto E Corpo, Axilas, Pernas E Virilha Se",,Beleza e Perfumaria,Depilação
9426030,Taiff Nanojet Maxxi Bivolt,,Beleza e Perfumaria,Cabelo
29768489,Mousse Depilatório Depeeling Racco 150 ml,,Beleza e Perfumaria,Depilação
9409720,Máscara De Tratamento Elixir Ultime 24 Quilates 200ml - Kérastase,,Beleza e Perfumaria,Cabelo
112612845,Chapinha (prancha) Mallory Violet Wet & Dry,mallory,Beleza e Perfumaria,Aparelhos elétricos para cabelo
10607656,L´Oréal Professionnel Nutri-Control Force Relax - Máscara 500ml,,Beleza e Perfumaria,Cabelo
28879569,Prancha Chapinha a Vapor Mágica Madami Black Pro 450º F,,Beleza e Perfumaria,Aparelhos elétricos para cabelo
7253283,Secador e Modelador Lizz Multi Dryer Bivolt,lizz,Beleza e Perfumaria,Cabelo
27633404,Lupa De Bancada Com Suporte Led Com Garras Pinça E Suporte Para Ferro De Solda Articulavel Com Fonte,,Beleza e Perfumaria,Unha
24552704,Masque K.Pro Special Blonde 500G,,Beleza e Perfumaria,Produtos para cabelo
15883097,Chapinha / Prancha Alisadora Eleganza Plus  APP2205 Preto 210C Bivolt - GA.MA Italy,,Beleza e Perfumaria,Cabelo
11109890,Mavala Kit Scientifique Nail Hardener - Endurecedor De Unhas 5ml (2 Unidades),,Beleza e Perfumaria,Unha
30615520,Modelador Cerâmico 1 Mega AT2026B1,,Beleza e Perfumaria,Produtos para cabelo
18794222,Acquaflora Equilíbrio Oleosidade Raiz Oleosa Pontas Secas Duo Kit (2 Produtos),,Beleza e Perfumaria,Cabelo
24978871,Dermovance S loção hidratante face e corpo,,Beleza e Perfumaria,Perfumaria
27887185,Dermacol Make Up Cover Base de Extrema Cobertura 30g,,Beleza e Perfumaria,Produtos para cabelo
26262442,Kit 7 Pincel De Maquiagem Diamante Unicórnio,,Beleza e Perfumaria,Maquiagem
24482904,Protetor Solar Skinceuticals – Physical Matte Uv Defense Spf50,,Beleza e Perfumaria,Proteção solar
11561683,La Petite Fleur D’Paris Eau De Toilette Paris Elysees - Perfume Feminino 100ml,,Beleza e Perfumaria,Perfumaria
7329444,Amor Amor Eau de Toilette Feminino 100ml,,Beleza e Perfumaria,Perfumaria
16940713,"Kit Banho De Verniz Máscara 1kg, Shampoo, Queratina E Leave In Hidratação Profunda Forever Liss",,Beleza e Perfumaria,Cabelo
14139231,Mini Chapinha Portátil Prancha De Cabelo Alisamento Portátil,,Beleza e Perfumaria,Cabelo
18441768,Máscara Restauradora Noblesse K. Cc Cream Capilar 12 Em 1  300g - Magic Profissional,,Beleza e Perfumaria,Cabelo
28354048,Barbeador Aparador Oneblade Philips Qp2510/10 Seco e Molhado,,Beleza e Perfumaria,Aparelhos elétricos para cabelo
15724283,Vytinal C/ 100 Comprimidos,,Beleza e Perfumaria,Cabelo
17858809,Aparador Cortador De Pêlos Nariz E Ouvido Sem Cortes Indolor,,Beleza e Perfumaria,Barbearia
14980970,Fantasy Edp-100ml,,Beleza e Perfumaria,Perfumaria
23222229,Perfume Eternity Feminino Eau De Parfum 100ml - Calvin Klein,,Beleza e Perfumaria,Perfumaria
26400353,Máscara De Tratamento Revitalizante Com Extrato De Guanxuma 500g,,Beleza e Perfumaria,Produtos para cabelo
127371036,Secador Via Venetto Vermelho - Ga.Ma Italy,ga.ma italy,Beleza e Perfumaria,Aparelhos elétricos para cabelo
29711160,Perfume Antonio Banderas The Secret Masculino Eau de Toilette 100ml,,Beleza e Perfumaria,Perfumaria
7768052,Protetor Solar Loção FPS 60 - Solar Expertise - L'oreal Paris,solar expertise,Beleza e Perfumaria,Tratamento de Pele
8641487,Igora Royal Tintura  Nova  ( Cor 8.0 Cor 12.19). - 9.7 - Louro Extra Claro Cobre,,Beleza e Perfumaria,Cabelo
12302423,Máscara Lola Morte Súbita 450g,,Beleza e Perfumaria,Cabelo
11413004,Beauty Progress Escova Progressiva Brazilian Keratin - ( 2x 1000ml ),,Beleza e Perfumaria,Cabelo
29624189,Latika Batom Liquido - Cor 21,,Beleza e Perfumaria,Maquiagem
29249226,Cabelos e Unhas Força Equilíbrio e Brilho - 60 Capsulas,,Beleza e Perfumaria,Produtos para cabelo
11307258,Kit Silicon Mix Bambu - Shampoo 473ml + Máscara 450g,,Beleza e Perfumaria,Cabelo
6776401,Perfume Versace Pour Homme Masculino Eau de Toilette 100ml,,Beleza e Perfumaria,Perfumaria
15965420,Secador De Cabelo Gama Italy Barbie 127v Rosa E Preto 2100w Com 6 Temperaturas,,Beleza e Perfumaria,Cabelo
16337139,Ykas Máscara Banho De Verniz - 500gr,,Beleza e Perfumaria,Cabelo
27413444,Radiofrequência 3 Em 1 Trata Flacidez Celulite Ultra-Som Cavitação Infra-Vermelho,,Beleza e Perfumaria,Cuidados Pessoais
18229376,Clinique Chubby Stick Shadow Tint For Eyes Bountiful Beige - Sombra Em Bastão 3g,,Beleza e Perfumaria,Maquiagem
9718674,L´Oréal Absolut Repair Ampola Power Cortex Lipidium 10ml,,Beleza e Perfumaria,Cabelo
367016,Personal Trimmer Aparador de Pelos 3 em 1 - Wahl,wahl,Beleza e Perfumaria,Barbearia
25337742,Leve Mais Pague Menos: 20 Cargas Gillette Mach3 Sensitive,,Beleza e Perfumaria,Barbearia
25524150,Detra Plastic Liss Lisotratt - Escova De Colágeno - Ativo Passo 2 - 1 Litro,,Beleza e Perfumaria,Produtos para cabelo
19951592,Traduções Gold Nº 53 Perfume Masculino Referência Black Xs - 100 Ml Hinode,,Beleza e Perfumaria,Perfumaria
10462873,Forever Liss Argan Oil Selante Termico - 500ml,,Beleza e Perfumaria,Cabelo
16084916,Protetor Solar Nivea Sun Fps 50 400ml,,Beleza e Perfumaria,Tratamento de Pele
8440605,Wella Profissional Enrich Shampoo 1000ml,,Beleza e Perfumaria,Banho
27521030,Perfume Black Caviar Paris Elysees - Masculino - 100 Ml,,Beleza e Perfumaria,Perfumaria
27476137,Cílios Magnéticos Postiços,,Beleza e Perfumaria,Maquiagem
13035089,Prancha Mq Titanium Bivolt,,Beleza e Perfumaria,Cabelo
132538347,Lâmina Oneblade Qp210/50 - Philips,,Beleza e Perfumaria,Barbearia
132608561,Depilador Aqua Deluxe Plus - Philco,,Beleza e Perfumaria,Depilação
29413756,Máscara Capilar de Argan Aramath 1K,,Beleza e Perfumaria,Produtos para cabelo
24542927,Revlon Uniq One Leave-in - 150ml + Máscara Revlon Professional Uniq One All In One Supermask 300ml,,Beleza e Perfumaria,Produtos para cabelo
20324808,L39eau D39issey Pour Homme Masculino Eau De Toilette,,Beleza e Perfumaria,Perfumaria
28146001,Removedor De Cravos Espinhas Acne Por Sucção Pilha Limpador De Poros Removedor Elétrico,,Beleza e Perfumaria,Cuidados Pessoais
10932675,Óleo Wind Mystery - Almiscar Selvagem Com 5 Ml,,Beleza e Perfumaria,Banho
9410183,"Prancha/Chapinha Arno Beauty Liss  Style Pro Lisp, Atinge Até 230 °C, Bivolt",,Beleza e Perfumaria,Cabelo
112032998,Protetor Facial Solar Expertise Toque Seco FPS 60 - L'Oréal Paris,solar expertise,Beleza e Perfumaria,Cuidados Pessoais
26419917,Batom Líquido Dailus Pro - 10 - Plié,,Beleza e Perfumaria,Maquiagem
20499355,Trivitt Hidratação Intensiva Máscara Nº3 - 1kg,,Beleza e Perfumaria,Cabelo
29338037,Fita Adesiva Front Lace para apliques e prótese,,Beleza e Perfumaria,Produtos para cabelo
26876265,Kerastase Soin Premier Therapiste - Shampoo 1000ml,,Beleza e Perfumaria,Produtos para cabelo
21171547,Desencravador De Unha Oriental,,Beleza e Perfumaria,Unha
28762898,Cápsula Big Hair - Tratamento 30 dias (30 unidades),,Beleza e Perfumaria,Produtos para cabelo
29471407,Removedor De Cravos Espinhas Eletrônico Rosa Acne Rejuvenescimento Pele Beleza,,Beleza e Perfumaria,Cuidados Pessoais
123959570,Cacheador Ceramic Magic Curls Bivolt - Philco,philco,Beleza e Perfumaria,Cabelo
22669468,Escova Profissional de Cabelos - Salon Line 43,,Beleza e Perfumaria,Cabelo
7937158,Velox Removedor De Cutícula - 35ml,,Beleza e Perfumaria,Unha
13068014,Óleo Essencial De Vetiver 10ml - Phytoterápica,,Beleza e Perfumaria,Cabelo
118202661,Maleta de Maquiagem Markwins Bon Voyage,markwins,Beleza e Perfumaria,Maquiagem
26434154,Schwarzkopf Professional Bc Bonacure Repair Rescue - Condicionador 1000ml,,Beleza e Perfumaria,Produtos para cabelo
24495979,Schwarzkopf Bc Fibre Force Fortifying - Shampoo,,Beleza e Perfumaria,Produtos para cabelo
9822051,Richée Liso Bb Cream - Kit De Alinhamento Capilar Multi Benefícios - 3x50ml,,Beleza e Perfumaria,Cabelo
30159173,Kit 3 frascos Pill Food Turbo120 Cápsulas,,Beleza e Perfumaria,Produtos para cabelo
29997359,Protetor Solar Fps-30 1 Litro,,Beleza e Perfumaria,Proteção solar
14873289,Protetor Solar Bioderma Photoderm Spot Fps 50+,,Beleza e Perfumaria,Dermocosméticos
24495488,Modelador De Cachos Escova Rotativa Cabelos Bivolt,,Beleza e Perfumaria,Cabelo
128796571,Escova Rotativa Philco Spin Brush - 1000w,philco,Beleza e Perfumaria,Aparelhos elétricos para cabelo
16083785,Hidratante Corporal La Roche-Posay Lipikar Baume Ap+ 400ml,,Beleza e Perfumaria,Dermocosméticos
24996184,Slim Body Mhpro Prosecret - Redutor De Medidas,,Beleza e Perfumaria,Cuidados Pessoais
23944736,Placa para Carimbo de Unha L03,,Beleza e Perfumaria,Unha
121758221,Protetor Solar Neutrogena Sun Fresh FPS 70 200ml,neutrogena,Beleza e Perfumaria,Proteção solar
118202687,Maleta Profissional de Maquiagem Markwins Professional Colours,markwins,Beleza e Perfumaria,Maquiagem
20756107,Escova Progressiva Elements Passo Unico Sem Formol 1000ml,,Beleza e Perfumaria,Cabelo
17317794,Wella Sp Luxe Oil Keratin Restore Máscara 400ml - Fab Wella Cosméticos,,Beleza e Perfumaria,Cabelo
19445623,Perfume Le Parfum Cool Madam By Paris Elysees 100ml,,Beleza e Perfumaria,Perfumaria
22563873,Doctor Hair Liss Restore Leave In Recondicionador Bifasico 210ml,,Beleza e Perfumaria,Cabelo
20793393,Marula Kit Profissional De Hipernutrição Shampoo E Condicionador Felps 2x1000ml,,Beleza e Perfumaria,Banho
18238585,Protetor Solar Expertise Fps 50 Supreme Protect 4 L'Oréal 200ml,,Beleza e Perfumaria,Tratamento de Pele
23079676,Máscara Tonalizante Hidratante Colour Tv Be Russet Sun Shine 300ml - Leads Care,,Beleza e Perfumaria,Cabelo
127371010,Prancha CP9 Tourmaline Digital Ion Plus - Ga.Ma Italy,ga.ma italy,Beleza e Perfumaria,Cabelo
15714585,"Prancha Nano Titanium Babyliss Pro Tamanho 1+1/4"" 230°C - 450°F - 220 V",,Beleza e Perfumaria,Cabelo
13651619,Perfume Ck In2u Eau De Toilette Masculino 150ml - Calvin Klein,,Beleza e Perfumaria,Perfumaria
14811858,Top Coat Esmalte Uv Para Unhas De Gel E Porcelana,,Beleza e Perfumaria,Unha
26026288,Crook Real Time Eau De Parfum - Perfume Feminino 100ml,,Beleza e Perfumaria,Perfumaria
25976960,Kit Alfaparf Midollo Di Bamboo Reconstrução Profissional (3 Produtos),,Beleza e Perfumaria,Produtos para cabelo
11563786,Meet Matt(E) Hughes The Balm - Batom Líquido Comitted,,Beleza e Perfumaria,Maquiagem
23002519,Yenzah - Máscara Rosa Mosqueta Linha SPA do Cabelo - 480g,,Beleza e Perfumaria,Cabelo
27081304,"Óleo Essencial De Melaleuca 100% Puro 10ml Tea Tree Tratamento De Unha Preta,micoses,sinusite,larin",,Beleza e Perfumaria,Cuidados Pessoais
12981080,Máscara Tigi Bed Head Urban Anti Dotes Ressurrection 200g,,Beleza e Perfumaria,Cabelo
21055005,Mantecorp Blancy Tx Clareador 30g,,Beleza e Perfumaria,Dermocosméticos
9789873,Senscience Pro-Formance C.P.R 2x25ml,,Beleza e Perfumaria,Cabelo
25977996,Klass Vough Bm-1401bl 15x - Espelho De Aumento,,Beleza e Perfumaria,Cuidados Pessoais
113090583,Perfume Lancôme La Vie Est Belle  Feminino Eau de Parfum 50ml,lancome,Beleza e Perfumaria,Perfumaria
9422683,Inoar Argan Oil Óleo De Tratamento 7ml - Óleo De Argan,,Beleza e Perfumaria,Cabelo
113415843,Depilador Elétrico Chiaro DEP131 Cadence Dourado e Branco,cadence,Beleza e Perfumaria,Depilação
